273,C-08,4
274,A-23,1
275,C-08,1
276,A-11,2
277,C-04,1
278,A-17,1
279,C-112,4
280,B-81,4
281,A-29,1
282,A-19,1
283,C-08,1
284,A-30,1
285,C-08,1
286,B-78,1
287,A-21,1
288,C-32,1
289,C-64,1
290,B-51,1
291,A-12,3
292,A-40,1
293,C-84,2
294,A-06,1
295,C-68,1
296,A-08,1
297,A-08,1
298,C-16,1
299,B-63,4
300,A-01,1
301,A-56,2
302,B-18,2
303,B-06,4
304,A-26,1
305,A-11,1
306,A-24,1
307,C-116,1
308,A-21,1
309,A-16,1
310,C-40,1
311,A-17,1
312,A-11,3
313,B-84,2
314,A-24,1
315,B-63,2
316,C-56,1
317,B-81,1
318,B-69,1
319,A-46,1
320,C-108,3
321,A-06,1
322,C-108,1
323,C-112,4
324,A-27,1
325,B-78,2
326,C-80,1
327,A-16,2
328,A-16,2
329,C-08,2
330,A-21,2
331,A-26,3
332,C-92,1
333,A-04,2
334,A-18,1
335,C-16,1
336,B-03,1
337,A-29,2
338,A-42,1
339,C-88,1
340,A-21,2
341,C-88,2
342,A-01,1
343,B-12,2
344,A-56,2
345,C-64,4
346,A-16,1
347,A-22,2
348,A-30,1
349,A-01,3
350,A-06,2
351,B-81,1
352,A-40,1
353,B-21,1
354,A-54,1
355,A-54,1
356,B-69,1
357,C-88,1
358,C-108,1
359,A-30,1
360,C-84,1
361,A-28,1
362,A-06,1
363,C-04,1
364,B-78,1
365,A-44,3
366,A-06,1
367,A-12,3
368,C-28,2
369,C-36,1
370,B-06,1
371,B-78,1
372,C-64,1
373,A-38,1
374,C-104,1
375,C-104,1
376,C-48,1
377,B-06,1
378,A-26,1
379,B-06,2
380,A-22,1
381,A-08,1
382,B-24,1
383,A-22,1
384,B-72,4
385,B-78,1
386,A-03,1
387,B-06,1
388,A-22,3
389,C-28,1
390,C-92,1
391,B-03,1
392,C-36,1
393,B-63,3
394,A-03,1
395,B-54,1
396,A-21,1
397,C-36,1
398,C-72,3
399,A-58,1
400,A-24,1
401,A-27,3
402,C-52,1
403,A-22,3
404,C-08,1
405,A-27,1
406,B-63,1
407,A-21,1
408,A-26,4
409,A-12,1
410,C-64,2
411,B-78,2
412,B-03,1
413,C-92,1
414,B-36,4
415,B-18,2
416,A-01,4
417,C-64,2
418,C-72,1
419,C-64,1
420,A-18,1
421,A-24,4
422,B-78,3
423,A-23,2
424,A-08,1
425,B-51,1
426,C-76,1
427,A-08,2
428,C-64,1
429,A-27,1
430,A-01,3
431,C-88,2
432,C-104,2
433,B-51,1
434,A-04,1
435,C-68,1
436,A-34,2
437,A-52,1
438,B-48,4
439,C-04,1
440,A-32,1
441,B-87,1
442,C-84,4
443,C-108,1
444,A-44,4
445,A-20,1
446,A-56,1
447,A-56,4
448,A-24,1
449,B-21,4
450,A-17,1
451,C-76,1
452,B-18,1
453,C-04,2
454,A-16,3
455,C-24,2
456,A-32,1
457,A-02,1
458,A-22,1
459,A-02,1
460,A-58,1
461,A-01,2
462,A-34,2
463,B-09,1
464,A-06,1
465,A-38,1
466,C-52,2
467,C-60,1
468,A-11,1
469,B-18,2
470,A-01,1
471,A-08,1
472,A-18,1
473,A-12,1
474,C-104,1
475,B-54,1
476,C-04,4
477,A-14,1
478,A-11,1
479,A-22,1
480,C-36,1
481,B-45,1
482,A-14,1
483,B-48,2
484,B-72,1
485,C-40,1
486,A-21,2
487,A-27,1
488,B-33,1
489,A-36,1
490,A-01,2
491,C-48,1
492,B-36,1
493,A-08,3
494,A-02,1
495,A-02,2
496,B-03,1
497,B-81,1
498,C-16,1
499,B-24,1
500,A-06,1
501,A-04,2
502,A-04,1
503,A-22,4
504,C-36,2
505,A-23,1
506,B-78,2
507,C-108,2
508,B-42,2
509,A-16,1
510,C-52,2
511,A-29,2
512,A-26,1
513,A-08,1
514,A-02,2
515,C-24,1
516,A-28,2
517,C-72,4
518,B-48,1
519,A-01,1
520,A-27,1
521,A-56,1
522,A-16,1
523,A-42,3
524,A-07,4
525,A-11,4
526,B-36,1
527,B-42,2
528,A-12,2
529,A-12,2
530,A-05,3
531,C-72,1
532,A-58,2
533,C-68,1
534,C-76,1
535,C-12,2
536,C-108,1
537,A-34,1
538,A-16,1
539,B-03,1
540,A-18,3
541,B-45,1
542,C-92,1
543,B-33,1
544,C-40,1
545,C-116,1
546,C-108,2
547,C-12,1
548,A-27,2
549,B-21,2
550,C-48,1
551,A-30,1
552,C-16,1
553,A-01,1
554,A-27,1
555,C-120,4
556,C-24,1
557,A-21,1
558,B-06,4
559,C-68,1
560,C-44,1
561,A-02,1
562,A-44,1
563,C-20,1
564,C-24,1
565,A-18,2
566,B-42,1
567,A-24,1
568,A-29,3
569,B-18,1
570,A-03,4
571,B-48,2
572,A-38,4
573,B-78,1
574,A-48,1
575,B-21,3
576,C-76,4
577,C-104,1
578,A-42,2
579,B-72,4
580,A-42,1
581,B-33,4
582,C-72,3
583,A-04,4
584,A-07,1
585,B-03,1
586,A-08,1
587,A-22,1
588,A-17,1
589,A-04,1
590,B-78,1
591,A-42,2
592,C-104,1
593,A-12,1
594,C-104,3
595,A-14,2
596,B-57,2
597,B-81,3
598,A-26,1
599,B-84,2
600,B-48,1
601,B-69,1
602,A-06,1
603,A-03,1
604,B-78,1
605,A-03,4
606,A-17,1
607,B-42,1
608,A-14,3
609,B-06,1
610,A-23,1
611,A-08,4
612,C-48,1
613,A-16,3
614,A-09,2
615,C-32,2
616,C-92,1
617,B-48,1
618,B-51,1
619,C-112,1
620,A-44,3
621,C-44,1
622,A-38,1
623,C-56,1
624,A-28,1
625,B-06,1
626,A-36,1
627,A-03,1
628,B-48,4
629,A-01,4
630,A-18,1
631,B-51,3
632,A-02,1
633,A-06,1
634,A-50,4
635,B-81,1
636,C-52,2
637,A-32,2
638,A-14,2
639,B-84,1
640,C-104,1
641,A-34,3
642,C-16,1
643,A-21,1
644,B-06,1
645,A-18,1
646,B-75,1
647,A-52,1
648,A-16,1
649,A-22,1
650,A-36,1
651,A-12,1
652,C-16,1
653,A-16,2
654,A-21,1
655,C-52,1
656,A-32,2
657,A-04,1
658,B-36,1
659,A-38,1
660,C-36,3
661,A-34,1
662,B-03,3
663,B-18,1
664,A-07,2
665,B-09,2
666,C-44,1
667,C-36,1
668,A-54,1
669,A-14,1
670,C-116,1
671,C-36,1
672,C-72,2
673,B-36,3
674,A-44,1
675,A-36,1
676,B-21,3
677,B-87,1
678,A-13,1
679,A-25,3
680,A-46,3
681,B-66,1
682,A-01,4
683,A-44,2
684,A-21,1
685,A-03,1
686,A-24,1
687,B-57,1
688,B-24,1
689,B-39,2
690,C-04,4
691,B-24,3
692,C-36,1
693,A-13,2
694,A-07,1
695,B-06,1
696,A-10,1
697,B-48,2
698,A-52,1
699,B-51,1
700,C-116,1
701,B-78,2
702,A-52,1
703,C-104,1
704,B-63,4
705,C-108,1
706,A-02,3
707,A-11,1
708,A-08,1
709,A-16,1
710,A-38,1
711,B-87,2
712,B-36,2
713,C-28,1
714,A-28,4
715,B-63,1
716,C-52,1
717,C-64,1
718,A-34,1
719,B-33,2
720,A-02,1
721,A-22,4
722,B-06,2
723,A-14,1
724,B-54,1
725,A-21,3
726,C-36,4
727,A-22,2
728,B-24,1
729,B-21,1
730,C-112,2
731,C-44,4
732,A-18,1
733,A-36,3
734,A-12,2
735,B-66,2
736,C-24,2
737,A-42,1
738,C-108,1
739,A-23,4
740,B-42,1
741,C-108,1
742,B-18,3
743,A-40,1
744,B-66,1
745,C-76,1
746,A-13,2
747,A-12,2
748,A-32,1
749,A-13,1
750,B-90,1
751,C-04,1
752,C-88,4
753,A-11,2
754,B-39,1
755,A-20,1
756,C-120,1
757,C-112,1
758,A-28,1
759,A-32,2
760,C-72,4
761,A-56,1
762,B-33,2
763,B-06,2
764,A-22,4
765,B-84,1
766,A-42,1
767,C-120,2
768,A-50,1
769,B-51,1
770,A-20,1
771,C-108,2
772,C-60,4
773,B-78,1
774,C-92,2
775,A-50,3
776,A-13,1
777,C-44,1
778,A-56,1
779,A-27,1
780,A-02,1
781,C-04,1
782,A-01,2
783,A-01,2
784,A-18,1
785,C-56,1
786,A-02,1
787,A-46,3
788,C-44,1
789,A-04,2
790,B-51,2
791,A-28,1
792,B-84,1
793,B-18,3
794,A-14,2
795,C-28,4
796,A-22,2
797,A-52,1
798,B-27,1
799,C-72,1
800,A-18,2
801,B-21,1
802,B-39,1
803,A-08,1
804,C-28,1
805,A-10,3
806,B-27,1
807,C-108,3
808,C-88,3
809,A-03,1
810,A-08,3
811,A-02,1
812,A-02,4
813,A-10,1
814,A-14,4
815,A-16,1
816,A-12,2
817,A-01,1
818,A-34,2
819,A-21,1
820,A-18,1
821,B-54,1
822,A-23,1
823,B-18,1
824,A-32,1
825,B-48,2
826,A-06,2
827,A-02,2
828,A-48,1
829,B-03,2
830,A-22,1
831,C-24,1
832,A-20,2
833,A-01,2
834,A-02,1
835,A-14,3
836,A-11,3
837,C-16,2
838,A-21,1
839,B-03,1
840,A-23,1
841,A-50,1
842,B-03,1
843,A-52,1
844,C-112,1
845,A-04,2
846,B-48,1
847,A-12,1
848,A-04,1
849,A-08,1
850,C-20,4
851,B-24,1
852,A-48,1
853,C-28,2
854,C-28,1
855,B-84,1
856,B-21,2
857,A-46,1
858,C-76,1
859,B-90,2
860,A-11,2
861,A-19,1
862,C-84,4
863,B-36,4
864,A-06,1
865,B-66,1
866,B-57,3
867,A-32,1
868,C-84,1
869,A-02,1
870,A-16,1
871,C-68,4
872,A-58,1
873,B-81,1
874,C-64,4
875,A-01,2
876,A-03,1
877,C-64,2
878,C-84,1
879,A-17,2
880,C-68,1
881,A-24,1
882,A-52,3
883,A-04,4
884,A-26,2
885,A-22,1
886,B-15,1
887,B-66,1
888,A-02,1
889,A-38,1
890,C-72,2
891,A-02,1
892,B-18,1
893,C-76,1
894,C-12,1
895,B-57,2
896,A-18,1
897,C-88,2
898,B-69,3
899,B-66,2
900,C-120,2
901,A-04,1
902,B-48,2
903,C-88,1
904,A-46,4
905,C-52,1
906,B-42,1
907,A-12,1
908,A-42,1
909,C-44,1
910,B-60,1
911,A-07,1
912,C-72,1
913,C-104,1
914,C-108,1
915,B-24,1
916,A-34,3
917,A-36,1
918,B-78,1
919,A-12,4
920,A-16,1
921,C-64,4
922,B-60,1
923,B-18,4
924,A-29,1
925,B-06,4
926,A-16,2
927,A-11,1
928,C-08,2
929,A-34,3
930,B-63,1
931,A-12,1
932,C-16,1
933,B-39,1
934,A-16,1
935,A-16,2
936,A-32,2
937,A-26,1
938,A-11,3
939,A-23,1
940,C-72,1
941,A-08,4
942,C-08,1
943,C-28,4
944,A-24,2
945,A-12,3
946,A-22,2
947,C-80,1
948,B-51,4
949,A-38,3
950,B-06,4
951,C-04,1
952,A-22,2
953,C-100,1
954,C-32,1
955,A-28,3
956,A-04,1
957,B-84,1
958,C-96,3
959,A-10,1
960,A-01,1
961,A-25,2
962,C-76,1
963,A-19,1
964,C-72,1
965,C-104,1
966,C-104,1
967,A-28,3
968,C-28,1
969,A-10,3
970,C-12,1
971,C-84,1
972,C-44,1
973,B-78,4
974,A-44,1
975,A-09,1
976,A-04,1
977,B-33,3
978,A-06,1
979,C-92,2
980,A-08,3
981,B-03,1
982,A-14,1
983,C-112,3
984,A-06,1
985,A-44,1
986,A-25,1
987,B-78,1
988,C-48,1
989,A-58,3
990,C-28,2
991,A-08,1
992,A-24,3
993,B-48,1
994,B-21,1
995,C-20,1
996,B-24,2
997,B-39,1
998,B-12,1
999,A-12,1
1000,B-66,1
1001,A-03,1
1002,A-27,4
1003,A-27,4
1004,A-07,4
1005,A-06,3
1006,B-48,1
1007,A-26,2
1008,A-22,3
1009,A-01,1
1010,B-57,2
1011,C-36,1
1012,A-56,1
1013,A-58,4
1014,B-57,1
1015,A-26,1
1016,C-12,1
1017,B-21,2
1018,B-45,1
1019,A-58,2
1020,A-16,1
1021,B-87,2
1022,A-13,2
1023,C-08,3
1024,A-01,1
1025,A-16,1
1026,A-27,4
1027,A-01,1
1028,A-06,1
1029,B-03,1
1030,B-48,2
1031,A-28,1
1032,B-78,2
1033,B-66,2
1034,A-56,4
1035,B-87,2
1036,A-12,4
1037,B-51,1
1038,C-92,3
1039,A-12,2
1040,B-18,1
1041,B-06,1
1042,B-66,1
1043,C-120,4
1044,A-06,1
1045,A-07,3
1046,C-68,2
1047,C-92,1
1048,B-66,1
1049,C-120,1
1050,B-87,1
1051,C-92,1
1052,C-104,1
1053,C-68,3
1054,A-07,1
1055,C-104,2
1056,A-26,2
1057,C-48,1
1058,A-02,1
1059,A-04,1
1060,C-68,1
1061,A-17,2
1062,B-06,2
1063,B-54,1
1064,A-01,1
1065,C-52,1
1066,C-64,1
1067,C-08,1
1068,C-88,2
1069,A-16,2
1070,C-84,1
1071,A-22,3
1072,B-42,1
1073,A-24,1
1074,B-57,1
1075,C-28,1
1076,C-44,3
1077,C-24,2
1078,B-15,2
1079,B-54,1
1080,A-42,4
1081,A-34,2
1082,B-18,1
1083,A-15,3
1084,B-48,1
1085,A-26,1
1086,A-06,1
1087,A-60,1
1088,B-15,2
1089,B-33,1
1090,A-07,2
1091,A-21,3
1092,A-16,4
1093,A-08,1
1094,B-45,3
1095,A-19,1
1096,C-04,2
1097,A-22,1
1098,C-120,2
1099,A-03,2
1100,A-02,1
1101,A-12,1
1102,A-26,1
1103,A-58,2
1104,C-64,1
1105,C-120,1
1106,A-23,2
1107,B-57,1
1108,C-72,1
1109,B-78,1
1110,B-69,1
1111,B-81,4
1112,A-24,1
1113,C-72,1
1114,A-17,3
1115,C-08,1
1116,A-24,1
1117,A-12,1
1118,A-12,4
1119,A-03,3
1120,B-78,2
1121,C-68,1
1122,A-10,1
1123,B-06,2
1124,C-52,2
1125,A-28,1
1126,B-18,1
1127,B-03,1
1128,B-06,1
1129,A-16,1
1130,B-90,1
1131,A-09,3
1132,A-42,1
1133,B-78,1
1134,A-46,1
1135,A-16,1
1136,A-17,1
1137,C-48,1
1138,B-39,1
1139,A-46,1
1140,A-34,1
1141,B-69,2
1142,A-24,2
1143,A-46,1
1144,B-66,1
1145,A-42,1
1146,B-66,1
1147,C-24,4
1148,A-46,1
1149,B-06,1
1150,A-07,3
1151,B-63,1
1152,A-17,1
1153,B-69,3
1154,B-33,1
1155,C-44,1
1156,A-24,2
1157,C-08,3
1158,C-88,1
1159,A-22,4
1160,B-84,2
1161,A-13,1
1162,C-24,1
1163,A-32,4
1164,A-17,1
1165,C-04,1
1166,A-19,1
1167,A-18,4
1168,A-10,1
1169,A-16,1
1170,A-02,2
1171,A-46,1
1172,A-21,2
1173,C-84,1
1174,A-12,2
1175,A-32,1
1176,C-44,1
1177,A-12,1
1178,C-88,1
1179,C-28,3
1180,B-09,1
1181,C-68,2
1182,B-48,1
1183,A-21,4
1184,A-32,3
1185,A-22,3
1186,C-100,1
1187,A-32,1
1188,B-33,2
1189,A-02,2
1190,B-90,1
1191,C-92,2
1192,A-02,1
1193,A-07,1
1194,A-34,1
1195,B-03,1
1196,A-01,2
1197,C-28,1
1198,A-06,2
1199,A-26,1
1200,A-28,1
1201,C-64,1
1202,A-50,1
1203,A-01,1
1204,B-54,3
1205,B-33,1
1206,C-108,1
1207,A-06,4
1208,A-44,2
1209,A-44,1
1210,A-04,4
1211,A-32,4
1212,C-104,4
1213,B-81,2
1214,A-36,1
1215,B-30,1
1216,C-28,1
1217,C-60,1
1218,C-104,2
1219,A-02,1
1220,B-21,1
1221,B-48,1
1222,A-06,1
1223,A-26,1
1224,A-02,3
1225,A-16,3
1226,A-01,3
1227,A-07,1
1228,A-21,3
1229,B-33,1
1230,C-80,2
1231,C-72,2
1232,A-42,3
1233,B-57,1
1234,C-44,2
1235,A-42,1
1236,A-29,3
1237,A-34,2
1238,C-88,3
1239,C-04,1
1240,B-63,3
1241,A-42,3
1242,B-24,1
1243,B-54,3
1244,B-54,1
1245,A-14,1
1246,C-104,1
1247,B-87,1
1248,A-54,1
1249,A-12,1
1250,A-52,3
1251,A-27,1
1252,A-02,2
1253,C-52,2
1254,A-18,2
1255,A-19,1
1256,A-06,1
1257,C-92,1
1258,B-39,2
1259,B-24,1
1260,A-52,1
1261,A-44,2
1262,A-48,1
1263,A-02,1
1264,C-04,1
1265,A-10,4
1266,B-81,3
1267,A-16,1
1268,A-24,1
1269,B-84,1
1270,C-32,4
1271,C-52,1
1272,C-84,1
1273,A-01,1
1274,A-11,1
1275,A-48,3
1276,A-14,3
1277,A-54,1
1278,C-28,4
1279,A-17,1
1280,A-28,2
1281,A-06,2
1282,A-28,1
1283,B-69,1
1284,A-14,1
1285,A-14,2
1286,A-22,4
1287,A-17,1
1288,B-54,2
1289,B-54,2
1290,A-28,1
1291,B-06,3
1292,A-54,1
1293,B-18,1
1294,A-28,1
1295,C-40,2
1296,B-84,1
1297,C-68,4
1298,B-21,1
1299,A-18,1
1300,A-54,4
1301,A-22,3
1302,C-60,2
1303,B-36,3
1304,A-12,1
1305,A-28,1
1306,A-36,3
1307,C-104,1
1308,C-04,3
1309,A-50,4
1310,C-68,1
1311,A-18,2
1312,A-44,2
1313,A-06,2
1314,A-32,1
1315,B-39,1
1316,B-09,1
1317,A-06,2
1318,A-08,1
1319,B-42,2
1320,B-06,1
1321,A-28,1
1322,C-112,4
1323,B-72,1
1324,A-13,1
1325,C-48,1
1326,C-96,1
1327,C-76,1
1328,C-28,1
1329,C-48,1
1330,A-04,1
1331,C-108,2
1332,A-54,2
1333,A-17,1
1334,A-27,2
1335,B-03,1
1336,C-52,1
1337,B-78,4
1338,B-45,1
1339,C-68,1
1340,C-36,1
1341,B-06,1
1342,C-64,1
1343,C-64,2
1344,C-56,1
1345,A-22,4
1346,A-30,1
1347,A-36,2
1348,A-42,1
1349,A-60,4
1350,A-19,1
1351,C-116,1
1352,A-11,1
1353,C-84,2
1354,A-27,2
1355,C-32,1
1356,A-42,1
1357,A-22,2
1358,A-30,1
1359,B-03,1
1360,C-24,1
1361,A-04,1
1362,A-06,1
1363,A-14,1
1364,B-09,1
1365,A-26,1
1366,B-78,1
1367,A-10,1
1368,A-04,4
1369,A-12,2
1370,A-06,1
1371,C-68,1
1372,B-18,2
1373,A-29,2
1374,C-24,1
1375,A-02,1
1376,A-06,3
1377,C-12,1
1378,A-26,3
1379,A-08,1
1380,B-75,2
1381,A-52,1
1382,A-03,1
1383,A-13,2
1384,A-16,3
1385,C-48,1
1386,B-63,1
1387,B-63,1
1388,B-12,4
1389,A-17,1
1390,B-18,1
1391,A-42,1
1392,B-48,1
1393,C-64,2
1394,B-54,1
1395,C-116,4
1396,A-34,3
1397,A-04,1
1398,C-104,4
1399,A-52,1
1400,C-16,1
1401,C-32,1
1402,C-48,2
1403,C-68,3
1404,B-81,3
1405,C-100,1
1406,C-32,1
1407,C-108,1
1408,A-04,1
1409,B-81,4
1410,C-104,1
1411,C-28,2
1412,B-66,1
1413,C-88,1
1414,B-81,1
1415,A-24,2
1416,B-81,1
1417,B-18,3
1418,B-54,2
1419,C-112,2
1420,C-08,1
1421,B-84,1
1422,C-88,1
1423,A-13,1
1424,A-54,1
1425,A-22,2
1426,B-66,1
1427,A-12,4
1428,B-27,2
1429,B-81,1
1430,B-78,1
1431,A-28,1
1432,C-80,4
1433,A-44,1
1434,A-01,1
1435,A-24,2
1436,C-52,1
1437,B-33,1
1438,A-01,3
1439,C-112,1
1440,A-30,1
1441,A-12,2
1442,A-18,1
1443,C-28,3
1444,B-81,1
1445,C-88,1
1446,B-27,1
1447,A-03,1
1448,A-19,1
1449,A-10,1
1450,B-03,2
1451,A-01,1
1452,B-36,1
1453,A-26,1
1454,A-32,1
1455,A-23,1
1456,A-25,1
1457,C-56,1
1458,A-26,2
1459,C-56,1
1460,B-03,1
1461,B-36,1
1462,C-28,2
1463,A-23,1
1464,B-06,1
1465,A-20,3
1466,C-104,1
1467,A-02,2
1468,B-36,2
1469,C-68,1
1470,B-81,1
1471,B-66,1
1472,A-46,1
1473,A-06,1
1474,A-04,2
1475,C-24,1
1476,C-84,3
1477,C-76,2
1478,C-104,1
1479,C-76,1
1480,A-22,2
1481,B-72,2
1482,A-02,4
1483,C-52,1
1484,A-36,1
1485,A-16,1
1486,B-42,2
1487,A-24,1
1488,C-08,2
1489,C-48,1
1490,A-44,4
1491,B-36,1
1492,B-84,1
1493,A-11,4
1494,C-04,3
1495,C-68,1
1496,B-09,2
1497,C-84,3
1498,A-18,3
1499,B-84,1
1500,A-46,4
1501,A-34,2
1502,B-48,1
1503,A-36,2
1504,A-16,1
1505,C-28,1
1506,A-01,1
1507,C-84,4
1508,B-36,1
1509,C-92,1
1510,B-39,1
1511,A-14,1
1512,B-63,2
1513,C-72,1
1514,B-33,3
1515,B-06,1
1516,B-57,1
1517,C-100,1
1518,B-36,1
1519,A-08,3
1520,C-24,1
1521,C-56,1
1522,A-19,1
1523,A-27,1
1524,A-14,2
1525,A-06,1
1526,B-84,4
1527,A-27,1
1528,B-63,4
1529,A-04,1
1530,A-21,1
1531,C-72,3
1532,A-27,3
1533,B-18,2
1534,A-44,4
1535,A-16,3
1536,A-11,1
1537,A-14,1
1538,C-32,4
1539,A-25,1
1540,B-78,1
1541,A-42,1
1542,A-22,4
1543,A-06,1
1544,B-66,3
1545,C-16,1
1546,C-52,1
1547,A-11,1
1548,A-03,1
1549,A-16,1
1550,B-57,1
1551,C-20,1
1552,B-09,1
1553,B-18,1
1554,A-21,4
1555,C-112,1
1556,B-66,1
1557,A-21,1
1558,C-104,1
1559,A-32,2
1560,A-17,2
1561,C-76,1
1562,A-58,4
1563,B-24,2
1564,B-42,1
1565,A-02,1
1566,A-54,1
1567,A-01,4
1568,B-03,1
1569,A-16,3
1570,A-34,1
1571,B-87,1
1572,B-60,1
1573,B-63,1
1574,B-30,1
1575,B-81,1
1576,B-36,1
1577,B-33,1
1578,A-06,1
1579,A-13,1
1580,B-45,1
1581,C-04,2
1582,B-03,1
1583,A-20,1
1584,A-17,1
1585,A-22,4
1586,C-116,2
1587,A-09,1
1588,B-87,1
1589,A-03,1
1590,A-32,1
1591,A-42,2
1592,A-03,1
1593,C-96,1
1594,A-32,2
1595,A-04,1
1596,B-54,2
1597,A-12,1
1598,B-63,1
1599,A-04,1
1600,A-04,1
1601,C-32,3
1602,C-96,1
1603,C-08,3
1604,B-75,1
1605,A-19,1
1606,A-52,1
1607,C-08,4
1608,A-03,1
1609,A-06,1
1610,A-22,1
1611,B-66,3
1612,A-18,3
1613,B-42,1
1614,C-24,1
1615,B-09,2
1616,C-08,3
1617,A-08,1
1618,C-44,1
1619,B-03,1
1620,A-32,1
1621,B-09,1
1622,A-08,1
1623,A-06,1
1624,C-108,1
1625,C-68,2
1626,A-22,1
1627,B-81,4
1628,A-07,1
1629,B-87,1
1630,A-12,1
1631,A-27,1
1632,A-22,3
1633,B-03,1
1634,C-88,2
1635,B-21,1
1636,A-26,3
1637,A-60,1
1638,A-11,1
1639,A-16,1
1640,A-56,3
1641,A-19,1
1642,A-48,3
1643,A-04,1
1644,B-06,1
1645,A-02,4
1646,A-04,2
1647,C-48,1
1648,C-52,1
1649,B-39,1
1650,A-16,1
1651,B-51,2
1652,A-28,1
1653,C-92,1
1654,A-52,4
1655,B-06,2
1656,C-08,1
1657,A-46,1
1658,C-16,1
1659,A-07,1
1660,B-15,2
1661,A-14,1
1662,A-48,1
1663,B-63,1
1664,A-27,2
1665,C-116,2
1666,A-24,1
